Verein,ZVR-Zahl,Bezirk,Foerderung_ref,Typ,Jahr,Betrag_EUR,Quelle,Fördergegenstand — Anmerkungen,Programm,Kurzname,Verein_key
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil",462456728,18,MA7,Beschluss,2023,8000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelförderungen (Projekte) Musik,Konzertveranstaltungen 2. Halbjahr 2023,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil",462456728,18,BMKöS_BMWKmS,Beschluss,2023,6000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Jahresprogramme,,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil",462456728,18,MA7,Beschluss,2024,8000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,EARDRUMS,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil",462456728,18,BMKöS_BMWKmS,Beschluss,2024,4000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Jahresprogramme,,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil",462456728,18,MA7,Beschluss,2025,13000,Transparenzportal IFG 2025,"ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik
",,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel:Ventil",462456728,18,MA7,Beschluss,2022,8000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Musik,Konzertveranstaltungen 2. Halbjahr 2022.,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel:Ventil",462456728,18,BMKöS_BMWKmS,Beschluss,2025,8000,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen ",,Ventil Records,"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2022,22000,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Einzelnförderungen (Projekte) Stadtteilkultur und Interkulturalität,Salam Orient 2022,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2023,32000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelnförderungen (Projekte) Kulturinitiativen,Salam Orient,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,BMKöS_BMWKmS,Beschluss,2023,28000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Kunst- und Kulturprojekte Kulturinitiativen — Ausnahme,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2024,15000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Festivals Musik,DE/SEMBLE Festival,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2024,35000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Kulturinitiativen,Salam Music & Arts Festival,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,BMKöS_BMWKmS,Beschluss,2024,28000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Kunst- und Kulturprojekte Vereine — Ausnahme,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,2,BMKöS_BMWKmS,Beschluss,2024,5000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Projekte,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2025,45000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2025,10000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,BMKöS_BMWKmS,Beschluss,2025,5000,Transparenzportal IFG 2025,ausbezahlt: Förderung Festspiele und ähnlichen Saisonveranstaltungen Förderungen,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,BMKöS_BMWKmS,Beschluss,2025,56000,Transparenzportal IFG 2025,ausbezahlt: Regionale Kulturinitiativen: Förderung von Kultureinrichtungen,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2026,45000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"""vienna.acts"", verein zur förderung von kunst"
"""Vienna.ACTS"", Verein zur Förderung von Kunst",130944845,7,MA7,Beschluss,2026,25000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"""vienna.acts"", verein zur förderung von kunst"
A M B I T U S – Gruppe für neue Musik,228515470,17,MA7,Beschluss,2022,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Musik,,,a m b i t u s – gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,BMKöS_BMWKmS,Beschluss,2022,13500,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Musikförderung Projekte,,,a m b i t u s – gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,BMKöS_BMWKmS,Beschluss,2023,13500,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Jahresprogramme,,,a m b i t u s – gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,MA7,Beschluss,2024,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,Konzerte mit zeitgenössischer Musik,,ambitus - gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,BMKöS_BMWKmS,Beschluss,2024,13500,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Jahresprogramme,,,a m b i t u s – gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,BMKöS_BMWKmS,Beschluss,2025,13500,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen 
",,,a m b i t u s – gruppe für neue musik
A M B I T U S – Gruppe für neue Musik,228515470,17,MA7,Beschluss,2026,2000,Transparenzportal IFG 2026,"ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik
",,,a m b i t u s – gruppe für neue musik
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur,1799027468,18,MA7,Beschluss,2024,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,Equation Echo & the Transformative,Augend&Addend,augend&addend - verein zur förderung und erweiterung transformativer\nklangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur,1799027468,18,MA7,Beschluss,2025,16500,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur,1799027468,18,MA7,Beschluss,2025,3700,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen 
",,,augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur,1799027468,18,MA7,Beschluss,2026,2000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,augend&addend - verein zur förderung und erweiterung transformativer klangräume und queerer clubkultur
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur,1799027468,16,BMKöS_BMWKmS,Beschluss,2026,9500,Transparenzportal IFG 2026,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen ",,Augend&Addend,augend&addend - verein zur förderung und erweiterung transformativer\nklangräume und queerer clubkultur
Alexander Eberhard,[Einzelperson],3,MA7,Beschluss,2022,7500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Musik,,,alexander eberhard
Alexander Eberhard,[Einzelperson],3,BMKöS_BMWKmS,Beschluss,2022,5000,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Musikförderung Projekte,,,alexander eberhard
Alexander Eberhard,[Einzelperson],3,MA7,Beschluss,2023,7000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelnförderungen (Projekte) Musik,,,alexander eberhard
Alexander Eberhard,[Einzelperson],3,BMKöS_BMWKmS,Beschluss,2023,5000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Jahresprogramme,,,alexander eberhard
"Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform Althangrund für alle!",1170816400,9,MA7,Beschluss,2024,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,This is our Dancefloor,,"althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!"
"Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!",1170816400,9,MA7,Beschluss,2023,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelförderungen (Projekte) Musik,This is our dancefloor! 2023,,"althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!"
"Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!",1170816400,9,MA7,Beschluss,2025,38000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!"
"Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!",1170816400,9,MA7,Beschluss,2025,5000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,"althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!"
"Althangrund - Verein für Kultur-, Wohn- und Sozialraum für Alle, Kurzform: Althangrund für alle!",1170816400,9,MA7,Beschluss,2026,38000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"althangrund - verein für kultur-, wohn- und sozialraum für alle, kurzform:\nalthangrund für alle!"
Antunes de Menezes Melissa,[Einzelperson],[nicht dokumentiert],MA7,Beschluss,2022,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Musik,"Tender Matter, The Future Konzertreihe",,antunes de menezes melissa
Antunes de Menezes Melissa,[Einzelperson],[nicht dokumentiert],MA7,Beschluss,2023,6000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelnförderungen (Projekte) Musik,TENDER MATTER Konzertreihe,,antunes de menezes melissa
Antunes de Menezes Melissa,[Einzelperson],[nicht dokumentiert],BMKöS_BMWKmS,Beschluss,2023,5000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Projekte,Tender Matter Presents,,antunes de menezes melissa
Antunes de Menezes Melissa,[Einzelperson],[nicht dokumentiert],BMKöS_BMWKmS,Beschluss,2024,6000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Jahresprogramme,,,antunes de menezes melissa
Antunes de Menezes Melissa,[Einzelperson],3,MA7,Beschluss,2024,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,TENDER MATTER Programm,,antunes de menezes melissa
Aufführungen Neuer Musik,291788114,3,BMKöS_BMWKmS,Beschluss,2022,5000,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Musikförderung Jahresprogramme,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,MA7,Beschluss,2022,3500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Musik,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,BMKöS_BMWKmS,Beschluss,2023,5000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Jahresprogramme,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,MA7,Beschluss,2023,3500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Einzelnförderungen (Projekte) Musik,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,MA7,Beschluss,2024,3500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,BMKöS_BMWKmS,Beschluss,2024,5000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Jahresprogramme,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,MA7,Beschluss,2025,3500,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,cercle – konzertreihe für neue musik,,aufführungen neuer musik
Aufführungen Neuer Musik,291788114,3,BMKöS_BMWKmS,Beschluss,2025,5000,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",cercle – konzertreihe für neue musik,,aufführungen neuer musik
"Bestand - Verein zur Vermittlung und Förderung von Musik, Kunst und Kultur",1579908762,8,MA7,Beschluss,2024,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,Made Up Realities,,"bestand - verein zur vermittlung und förderung von musik, kunst und kultur"
"Bestand - Verein zur Vermittlung und Förderung von Musik, Kunst und Kultur",1579908762,8,MA7,Beschluss,2025,15000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelnvorhaben im Bereich der Musik  ,,,"bestand - verein zur vermittlung und förderung von musik, kunst und kultur"
"Bestand - Verein zur Vermittlung und Förderung von Musik, Kunst und Kultur",1579908762,8,MA7,Beschluss,2026,20500,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelnvorhaben im Bereich der Musik  ,,,"bestand - verein zur vermittlung und förderung von musik, kunst und kultur"
Between Feathers,1931401223,14,MA7,Beschluss,2024,11000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Musik,,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2024,3000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,V,between feathers,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2022,6000,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Musikförderung Jahresprogramme,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2022,7500,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Musikförderung Projekte,,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2023,10000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Orchester & Ensembles Musik,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2023,12000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Jahresprogramme,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2023,4000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Musikförderung Projekte — Kompositionsförderung,,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2022,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelförderungen (Projekte) Musik,Alienation,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2022,7500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Orchester & Ensemble — Halbjahresprogramm Herbst 2022,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2024,13000,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Musikförderung Jahresprogramme,,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2025,14000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2025,13000,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",,,between feathers
Between Feathers,1931401223,14,MA7,Beschluss,2026,12000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,between feathers
Between Feathers,1931401223,14,BMKöS_BMWKmS,Beschluss,2026,30000,Transparenzportal IFG 2026,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",,,between feathers
Central Garden,17183473,2,MA7,Beschluss,2022,5000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Festivals Musik,Kanal #41.2,,central garden
Central Garden,17183473,2,MA7,Beschluss,2024,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelförderungen (Projekte) Musik,Kanal 41.3,,central garden
Central Garden,17183473,2,MA7,Beschluss,2025,14000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,central garden
Central Garden,17183473,2,BMKöS_BMWKmS,Beschluss,2025,13000,Transparenzportal IFG 2025,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",,,central garden
Central Garden,17183473,2,MA7,Beschluss,2026,12000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,central garden
Central Garden,17183473,2,BMKöS_BMWKmS,Beschluss,2026,30000,Transparenzportal IFG 2026,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",,,central garden
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2022,30000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022,ausbezahlt: Einzelnförderungen (Projekte) Stadtteilkultur und Interkulturalität,"ECHOLOT – Veranstaltungsreihe – 1. Halbjahr | ECHOLOT – Veranstaltungsreihe – 2. Halbjahr
",,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2022,5000,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Kunst- und Kulturprojekte Vereine — Ausnahme,Artwalk,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2022,4900,Kunst- und Kulturbericht des Bundes 2022,ausbezahlt: Ukrainehilfe Projekte Vereine,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2023,44000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023,ausbezahlt: Gesamtförderung (Jahrestätigkeit) Kulturinitiativen,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2023,10000,Kunst- und Kulturbericht des Bundes 2023,ausbezahlt: Kulturprogramme und -vermittlung Vereine,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2024,8000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,SOUNDSPACE - Die Musiksparte im Jahresprogramm von ECHOLOT,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2024,48000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Gesamtförderung (Jahrestätigkeit) Kulturinitiativen,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2024,10500,Kunst- und Kulturbericht des Bundes 2024,ausbezahlt: Kulturprogramme und -vermittlung Vereine,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2025,12000,Transparenzportal IFG 2025,ausbezahlt: Kulturprogramme und -vermittlung Vereine,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2025,10000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2025,48000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,BMKöS_BMWKmS,Beschluss,2026,12000,Transparenzportal IFG 2026,ausbezahlt: Regionale Kulturinitiativen Förderung von Kultureinrichtungen ,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2026,48000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2026,9000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
ECHOLOT - Kulturverein für transdisziplinäre Kunst & Artistic Research,1870448466,10,MA7,Beschluss,2026,4850,Transparenzportal IFG 2026,ausbezahlt: Förderung von Integrations und Diversitätsrelevanten Projekten,,,echolot - kulturverein für transdisziplinäre kunst & artistic research
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate,1381900586,5,MA7,Beschluss,2024,4000,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,,,engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate,1381900586,5,MA7,Beschluss,2025,3000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate,1381900586,5,MA7,Beschluss,2026,3000,Transparenzportal IFG 2026,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
Engelsharfen+Teufelsgeigen - Verein zur Förderung innovativer musikalischer und performativer Formate,1381900586,5,BMKöS_BMWKmS,Beschluss,2026,5000,Transparenzportal IFG 2026,"ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen",,,engelsharfen+teufelsgeigen - verein zur förderung innovativer musikalischer und performativer formate
"ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst",1961147729,14,MA7,Beschluss,2024,3500,Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024,ausbezahlt: Einzelnförderungen (Projekte) Musik,EMM an der Hohen Wand,ExMachinisMusicae,"exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst"
"ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst",1961147729,13,MA7,Beschluss,2025,3000,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen,,,"exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst"
"ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst",1961147729,13,MA7,Beschluss,2025,1500,Transparenzportal IFG 2025,ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik,,,"exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst"
