datum;event_name;venue
2026-04-26;burkhard stangl ensemble;koje
2026-04-27;monday improvisers session;celeste
2026-04-28;XX Y X: KOMPLIZINNEN;echoraum
2026-04-29;Nina Polaschegg & Bruno Strobl // Tomaž G...;vekks
2026-04-30;Sawt out;echoraum
2026-04-30;"Vienna improvisers Orchestra – ""reflecti...";semmelweisklinik
2026-04-30;BatterieStand Niedrig Tape Release at Koje;koje
2026-05-02;smallforms;chateau rouge
2026-05-04;monday improvisers session;celeste
2026-05-06;Suena Festival: ARGO-Kollektiv;echoraum
2026-05-07;free music forum: TRIO Grencsó - Hock - M...;celeste
2026-05-08;Dafeldecker / Davies · Pultz-Melbye;echoraum
2026-05-08;ensemble N / suena festival;alte schmiede
2026-05-09;NAMES Ensemble /suena festival;westbahnstudios
2026-05-11;monday improvisers session;celeste
2026-05-12;TESTAMENT M:Kmet R:Ed.Hauswirth Spiel:B.Ga...;theater am werk / kabelwerk
2026-05-12;MAMKA RECORDS Label Night #01/2026;echoraum
2026-05-13;TESTAMENT M:Kmet R:Ed.Hauswirth Spiel:B.Ga...;theater am werk / kabelwerk
2026-05-15;julius eastman project;reaktor
2026-05-15;La Ondou · Poleukhina & Spalt;echoraum
2026-05-16;Totem Series / Isabelle Duthoit & Gunda Go...;koje
2026-05-18;monday improvisers session;celeste
2026-05-19;Beam Splitter;echoraum
2026-05-22;Nachhall #17: Every Song Ever II;echoraum
2026-05-25;monday improvisers session;celeste
2026-05-28;ACOUSMOINUM;echoraum
2026-05-29;ACOUSMOINUM;echoraum
2026-05-30;ACOUSMOINUM;echoraum
2026-06-02;Poème électronique #73;echoraum
2026-06-03;Modulometer;echoraum
2026-06-09;das kleine 3×2;echoraum
2026-06-11;Ablinger: Against Nature / Instrument & Vo...;echoraum
2026-06-11;noo0oorchestra;semmelweisklinik
2026-06-13;Elliott Sharp (USA) / Club Okkult (A);celeste
2026-06-16;schnitzel '25, dieb13 solo, fugu and the c...;echoraum
2026-06-18;Khorkhordina & Wong · Drašler/Gnigler/Pu...;echoraum
2026-06-23;The Handover · Luciana Rizzo;echoraum
2026-06-26;moozak multichannel series #08;semmelweisklinik
2026-06-26;Rapid Zen · STANZER:MOODY;echoraum
2026-09-17;Totem Series / Félicie Bazelaire;koje
